13000,213.0482,0.060449,220.2552
13500,203.7939,0.060944,219.3634
14000,158.7744,0.060472,219.1782
14500,219.3713,0.063934,219.1577
15000,205.9955,0.063337,219.1321
15500,176.3584,0.059330,219.4638
16000,261.0973,0.061265,219.2695
16500,195.3782,0.058668,219.2337
17000,202.9188,0.066127,219.4571
17500,242.6438,0.065937,219.5025
18000,209.6306,0.058374,219.1028
18500,180.2693,0.060680,218.8696
19000,213.3059,0.064414,219.6906
19500,208.1981,0.064783,219.2561
20000,210.4282,0.055252,218.9997
